,FB_int,essai,num_sujet,MoyenneBeta,MoyenneERD,MedianeERD,MedianeBeta,StdDevBeta,mvtMoyCond,mvtMedianCond,StdDevMvt
245,2,5,19,20.3915625,0.906291666666667,0.832222222222222,18.725,8.84188350587428,0.3571875,0.335,0.327288314990059
246,2,5,20,14.7090625,0.961376633986928,0.894117647058823,13.68,4.16587005153669,0.2421875,0.21,0.235765525606515
247,2,5,21,24.416875,1.69561631944444,1.71736111111111,24.73,11.4597816894986,0.1246875,0,0.249256758086141
248,2,5,22,51.035,2.02519841269841,1.3297619047619,33.51,39.5601541143154,0.105625,0,0.23819126903638
249,2,5,23,10.728125,0.745008680555556,0.706597222222222,10.175,3.44300547393529,0.54,0.585,0.386990039048269
250,2,5,24,3.3303125,0.616724537037037,0.581481481481481,3.14,0.766232864356101,0.75125,0.835,0.259326049597799
251,3,1,0,14.54875,0.843895011600928,0.819895591647332,14.135,4.86658040503901,0.3615625,0.315,0.291670487686185
252,3,1,1,12.6659375,0.493991322152886,0.420631825273011,10.785,5.40433628724612,0.6984375,0.79,0.252575244298126
253,3,1,2,9.6671875,2.47876602564103,2.08974358974359,8.15,3.95466587175934,0,0,0
254,3,1,3,24.9440625,2.30963541666667,1.73240740740741,18.71,25.0429142459789,0.054375,0,0.14753758405802
255,3,1,4,32.728125,3.30587121212121,3.28686868686869,32.54,8.62417623462128,0,0,0
256,3,1,5,26.2603125,1.45890625,1.3125,23.625,8.53542919319801,0.03375,0,0.101940843060429
257,3,1,6,31.53375,1.00107142857143,0.972698412698413,30.64,6.2899119179432,0.1584375,0.055,0.213588530787285
258,3,1,7,29.7990625,0.946001984126984,0.906507936507936,28.555,6.06963960208459,0.2378125,0.195,0.244958645291865
259,3,1,8,34.3234375,1.19178602430556,1.04548611111111,30.11,14.4760301565292,0.18125,0,0.261049371180144
260,3,1,9,178.6796875,6.20415581597222,1.86701388888889,53.77,370.699712875132,0.0484375,0,0.16473065748709
261,3,1,10,30.959375,0.982837301587302,0.867936507936508,27.34,16.0070619369964,0.3246875,0.275,0.334162258973961
262,3,1,11,50.73625,1.76167534722222,1.56961805555556,45.205,20.9856309903828,0.0475,0,0.127860811419192
263,3,1,12,10.686875,1.39697712418301,1.34183006535948,10.265,1.97293532340079,0.0021875,0,0.0123743686707646
264,3,1,13,22.5625,1.22223726977248,1.19393282773564,22.04,7.20017024888323,0.114375,0,0.187219682932696
265,3,1,14,22.5625,1.22223726977248,1.19393282773564,22.04,7.20017024888323,0.114375,0,0.187219682932696
266,3,1,15,22.5625,1.22223726977248,1.19393282773564,22.04,7.20017024888323,0.114375,0,0.187219682932696
267,3,1,16,11.144375,0.825509259259259,0.807037037037037,10.895,3.98228815527115,0.4471875,0.4,0.273864039437043
268,3,1,17,10.426875,1.15854166666667,1.09111111111111,9.82,2.76111295641169,0.0715625,0,0.10937091006178
269,3,1,18,176.8090625,15.1118856837607,1.47905982905983,17.305,884.024520205689,0.0071875,0,0.0406586399182265
270,3,1,19,15.43375,1.31912393162393,1.21025641025641,14.16,3.66215673278519,0.0225,0,0.0674417311223117
271,3,1,20,13.883125,0.907393790849673,0.866339869281046,13.255,3.07934265869802,0.2825,0.28,0.228994999241074
272,3,1,21,16.7740625,1.16486545138889,0.930555555555556,13.4,10.533735317441,0.3334375,0.145,0.423164799552899
273,3,1,22,29.806875,1.22662037037037,0.753909465020576,18.32,37.5406773305369,0.4553125,0.515,0.419192652414984
274,3,1,23,31.9640625,2.2197265625,0.767013888888889,11.045,77.2713808331839,0.4753125,0.485,0.359345142518461
275,3,1,24,2.855,0.528703703703704,0.489814814814815,2.645,0.773045923603508,0.8946875,01.04,0.224240429363865
276,3,2,0,21.5584375,1.25048941415313,1.00812064965197,17.38,12.3647790920812,0.1496875,0,0.211758906961241
277,3,2,1,10.2140625,0.398364372074883,0.382605304212169,9.81,2.47118080613558,0.818125,0.84,0.13066671466973
278,3,2,2,13.2271875,3.39158653846154,2.51666666666667,9.815,10.3465419606917,0,0,0
279,3,2,3,32.6690625,3.02491319444444,2.48796296296296,26.87,19.9323678018823,0,0,0
280,3,2,4,31.5653125,3.1884154040404,2.87373737373737,28.45,9.56190795658279,0,0,0
281,3,2,5,24.31875,1.35104166666667,1.20722222222222,21.73,11.391654203138,0.0428125,0,0.102240525233393
282,3,2,6,91.4353125,2.90270833333333,1.8347619047619,57.795,85.8835562384166,0.03125,0,0.103666649379385
283,3,2,7,25.9475,0.823730158730159,0.78031746031746,24.58,4.43447418419846,0.3909375,0.455,0.234855609381732
284,3,2,8,41.1875,1.43012152777778,1.28385416666667,36.975,15.7773310225002,0.0690625,0,0.167685561634403
285,3,2,9,31.7075,1.10095486111111,0.941319444444444,27.11,13.9228985209908,0.2521875,0.12,0.309346182268136
286,3,2,10,29.4415625,0.934652777777778,0.894126984126984,28.165,10.1404921651174,0.34,0.22,0.365954342295813
287,3,2,11,62.86125,2.18268229166667,2.10381944444444,60.59,26.3407832629029,0.0084375,0,0.047729707730092
288,3,2,12,10.694375,1.39795751633987,1.3437908496732,10.28,2.86250052824337,0.0184375,0,0.0551893733927454
289,3,2,13,24.770625,1.34185400866739,1.2034127843987,22.215,10.4199216570332,0.090625,0,0.222999168232211
290,3,2,14,24.770625,1.34185400866739,1.2034127843987,22.215,10.4199216570332,0.090625,0,0.222999168232211
291,3,2,15,24.770625,1.34185400866739,1.2034127843987,22.215,10.4199216570332,0.090625,0,0.222999168232211
292,3,2,16,11.3190625,0.838449074074074,0.781111111111111,10.545,3.09109998103296,0.4146875,0.46,0.290438871198787
293,3,2,17,10.7628125,1.19586805555556,1.17555555555556,10.58,2.37111275683911,0.0534375,0,0.133841730678319
294,3,2,18,20.2165625,1.72791132478632,1.40811965811966,16.475,10.9729490285458,0.0540625,0,0.160057638307721
295,3,2,19,14.523125,1.24129273504274,1.17777777777778,13.78,4.06633419560205,0.0390625,0,0.10224446905145
296,3,2,20,14.64375,0.957107843137255,0.942156862745098,14.415,4.36456830071577,0.260625,0.12,0.303165423809425
297,3,2,21,21.3090625,1.47979600694444,1.38819444444444,19.99,13.1908412408432,0.2934375,0,0.427427483945825
298,3,2,22,50.166875,2.0644804526749,1.23333333333333,29.97,43.0728486769236,0.2140625,0,0.301981193336658
299,3,2,23,11.84625,0.82265625,0.800347222222222,11.525,3.87198936115574,0.45625,0.42,0.38669609639579
300,3,2,24,2.9159375,0.539988425925926,0.506481481481481,2.735,0.833766654812616,0.8884375,01.03,0.236889921012734
301,3,3,0,19.674375,1.14120504640371,1.0872969837587,18.745,6.2510050482225,0.0771875,0,0.126420557102334
302,3,3,1,12.99125,0.506679017160686,0.376560062402496,9.655,9.19391269510219,0.733125,0.845,0.282790672611614
303,3,3,2,9.51,2.43846153846154,2.46666666666667,9.62,2.57965614112649,0,0,0
304,3,3,3,35.1321875,3.25298032407407,2.28287037037037,24.655,35.330746432075,0.0109375,0,0.0618718433538229
305,3,3,4,31.5940625,3.19131944444444,3.07424242424242,30.435,9.09861629301844,0,0,0
306,3,3,5,58.279375,3.23774305555556,3.07138888888889,55.285,39.7494740024034,0.0303125,0,0.131774107178082
307,3,3,6,50.185625,1.59319444444444,1.06222222222222,33.46,34.9889359413294,0.1671875,0,0.258522281750124
308,3,3,7,24.4046875,0.774751984126984,0.744761904761905,23.46,5.70763042430779,0.493125,0.53,0.31206324317666
309,3,3,8,28.2346875,0.98037109375,0.942708333333333,27.15,7.24501696802261,0.1884375,0.12,0.211005417680027
310,3,3,9,48.1,1.67013888888889,1.04947916666667,30.225,77.9911781611724,0.16,0,0.235550145335854
311,3,3,10,34.0909375,1.08225198412698,1.0115873015873,31.865,10.9208694441112,0.1796875,0.01,0.270405721152971
312,3,3,11,64.588125,2.24264322916667,1.83072916666667,52.725,29.940701549466,0,0,0
313,3,3,12,11.04875,1.44428104575163,1.39019607843137,10.635,2.52871604548824,0.01375,0,0.0609997355890621
314,3,3,13,33.0815625,1.79206730769231,1.30146262188516,24.025,22.4763299307796,0.05375,0,0.151992147505145
315,3,3,14,33.0815625,1.79206730769231,1.30146262188516,24.025,22.4763299307796,0.05375,0,0.151992147505145
316,3,3,15,33.0815625,1.79206730769231,1.30146262188516,24.025,22.4763299307796,0.05375,0,0.151992147505145
317,3,3,16,11.4846875,0.850717592592593,0.833333333333333,11.25,2.82118024303831,0.3840625,0.345,0.33077484179989
318,3,3,17,10.8196875,1.2021875,1.16444444444444,10.48,2.26165723476849,0.0525,0,0.106407615541188
319,3,3,18,21.3809375,1.82743055555556,1.55470085470085,18.19,10.1258612885363,0.0190625,0,0.0768055515046633
320,3,3,19,44.09625,3.76891025641026,1.27008547008547,14.86,161.405246941735,0.0321875,0,0.0793414172035701
321,3,3,20,14.560625,0.951674836601307,0.899673202614379,13.765,3.62173006021049,0.250625,0.21,0.257943948650014
322,3,3,21,15.205,1.05590277777778,0.908333333333333,13.08,9.09889075125236,0.3890625,0.19,0.433815475675412
323,3,3,22,48.670625,2.00290637860082,1.43374485596708,34.84,38.6192210156399,0.1921875,0,0.319906582886619
324,3,3,23,10.0584375,0.698502604166667,0.665277777777778,9.58,2.6014637435242,0.6409375,0.695,0.317503968733133
325,3,3,24,3.071875,0.568865740740741,0.557407407407407,03.01,0.653686506199338,0.853125,0.92,0.201581449159295
326,3,4,0,19.388125,1.12460121809745,0.985208816705337,16.985,8.82809022473882,0.1503125,0.025,0.192563091881177
327,3,4,1,10.7215625,0.418157663806552,0.363299531981279,9.315,5.42810494429597,0.8053125,0.865,0.226558891795517
328,3,4,2,9.6809375,2.48229166666667,2.17948717948718,8.5,4.75633591652297,0.01,0,0.0565685424949238
329,3,4,3,25.4778125,2.35905671296296,2.08055555555556,22.47,12.466241830763,0.0325,0,0.183847763108502
330,3,4,4,42.655,4.30858585858586,3.6969696969697,36.6,26.8893559706462,0,0,0
331,3,4,5,52.8721875,2.93734375,2.81138888888889,50.605,25.7006193893448,0,0,0
332,3,4,6,68.1415625,2.16322420634921,1.93190476190476,60.855,47.9398951046112,0.0859375,0,0.180819984889624
333,3,4,7,31.4075,0.997063492063492,0.933333333333333,29.4,7.00254423809315,0.1884375,0.14,0.237216511624079
334,3,4,8,31.9446875,1.10919053819444,0.988194444444444,28.46,12.1811205015543,0.1871875,0.04,0.231840244982506
335,3,4,9,48.64,1.68888888888889,1.27864583333333,36.825,30.2847128475418,0.1278125,0,0.251071694875671
336,3,4,10,38.2209375,1.2133630952381,1.09650793650794,34.54,12.70579455295,0.114375,0,0.179118585696559
337,3,4,11,74.7809375,2.59656032986111,2.53125,72.9,51.5287954172932,0.0021875,0,0.0123743686707646
338,3,4,12,11.4978125,1.50298202614379,1.44444444444444,11.05,3.40459910422415,0,0,0
339,3,4,13,31.17625,1.68885427952329,1.47778981581798,27.28,13.9728016333114,0.0409375,0,0.14170299186406
340,3,4,14,31.17625,1.68885427952329,1.47778981581798,27.28,13.9728016333114,0.0409375,0,0.14170299186406
341,3,4,15,31.17625,1.68885427952329,1.47778981581798,27.28,13.9728016333114,0.0409375,0,0.14170299186406
342,3,4,16,11.9346875,0.884050925925926,0.791851851851852,10.69,3.39131146425401,0.37125,0.435,0.30550592623997
343,3,4,17,11.0646875,1.22940972222222,1.11388888888889,10.025,3.37680798347464,0.0996875,0,0.209723079705812
344,3,4,18,18.4096875,1.57347756410256,1.25897435897436,14.73,10.7433104420394,0.0759375,0,0.158640583324127
345,3,4,19,16.3915625,1.40098824786325,1.31752136752137,15.415,6.48550896322692,0.025625,0,0.0876553919729727
346,3,4,20,18.0775,1.18153594771242,0.959477124183006,14.68,14.3699648685228,0.2884375,0.085,0.334182771847981
347,3,4,21,15.0028125,1.04186197916667,0.896875,12.915,8.74006689070697,0.375,0.215,0.412576483622988
348,3,4,22,42.17625,1.73564814814815,1.19135802469136,28.95,31.5072813653012,0.2540625,0,0.377229795414396
349,3,4,23,13.31375,0.924565972222222,0.831944444444444,11.98,5.65440892778199,0.393125,0.35,0.36244187520653
350,3,4,24,3.2884375,0.608969907407407,0.565740740740741,3.055,1.53263447944402,0.8246875,0.9,0.296397557508111
351,3,5,0,22.4171875,1.30030089907193,1.14849187935035,19.8,8.53787698714268,0.0596875,0,0.120469093212138
352,3,5,1,9.535,0.371879875195008,0.349258970358814,8.955,2.43890112749111,0.851875,0.885,0.128726704751303
353,3,5,2,8.596875,2.20432692307692,2.19615384615385,8.565,2.0480808286406,0,0,0
354,3,5,3,33.1140625,3.06611689814815,2.32037037037037,25.06,24.9437421021884,0.0465625,0,0.197950944965926
355,3,5,4,32.5546875,3.28835227272727,3.33737373737374,33.04,5.34450757221993,0,0,0
356,3,5,5,58.17625,3.23201388888889,3.18083333333333,57.255,30.0333718418953,0.00125,0,0.00707106781186548
357,3,5,6,239.683125,7.60898809523809,2.79095238095238,87.915,379.476649818749,0,0,0
358,3,5,7,29.1271875,0.924672619047619,0.895873015873016,28.22,6.34309033992768,0.250625,0.215,0.249566559742958
359,3,5,8,42.4471875,1.47386067708333,1.22048611111111,35.15,34.277786678498,0.074375,0,0.157560792159111
360,3,5,9,316.6709375,10.9955186631944,1.19444444444444,34.4,697.920010308786,0.159375,0,0.255304214488292
361,3,5,10,37.425625,1.18811507936508,1.07428571428571,33.84,14.7697576666734,0.1446875,0,0.249192041179282
362,3,5,11,72.319375,2.51108940972222,2.50538194444444,72.155,38.2625195987978,0.0003125,0,0.00176776695296637
363,3,5,12,11.2975,1.47679738562091,1.39934640522876,10.705,3.24017621981951,0.0021875,0,0.00870089910074185
364,3,5,13,29.775,1.61294691224269,1.43797399783315,26.545,12.5383051794967,0.0140625,0,0.0658864798407568
365,3,5,14,29.775,1.61294691224269,1.43797399783315,26.545,12.5383051794967,0.0140625,0,0.0658864798407568
366,3,5,15,29.775,1.61294691224269,1.43797399783315,26.545,12.5383051794967,0.0140625,0,0.0658864798407568
367,3,5,16,12.3846875,0.917384259259259,0.856666666666667,11.565,3.51350297068325,0.3021875,0.3,0.274681450399455
368,3,5,17,11.0534375,1.22815972222222,1.13888888888889,10.25,3.03365382737629,0.054375,0,0.11516993055145
369,3,5,18,20.514375,1.75336538461538,1.2534188034188,14.665,13.94527667464,0.046875,0,0.123116454181895
370,3,5,19,17.1184375,1.46311431623932,1.47692307692308,17.28,3.87680955407257,0.015625,0,0.0667173866201259
371,3,5,20,17.185,1.12320261437908,1.01764705882353,15.57,7.35347010469514,0.121875,0,0.20360362345467
372,3,5,21,13.4675,0.935243055555556,0.860416666666667,12.39,6.08536637113722,0.4109375,0.29,0.409762790349293
373,3,5,22,33.3128125,1.37089763374486,0.902880658436214,21.94,32.5593524777469,0.3221875,0.205,0.362364407343875
374,3,5,23,12.5128125,0.8689453125,0.873958333333333,12.585,3.63613782553554,0.37125,0.26,0.3508308111676
375,3,5,24,2.9425,0.544907407407407,0.503703703703704,2.72,0.728210355996566,0.8896875,1.015,0.236377013988111
376,4,1,0,16.25125,0.667676663927691,0.665981922760887,16.21,2.99072194326646,0.88625,01.01,0.241804373076067
377,4,1,1,18.058125,0.80329737544484,0.733096085409253,16.48,5.85112034350632,0.4096875,0.46,0.323044832352535
378,4,1,2,5.6575,2.24503968253968,2.06746031746032,5.21,2.7256795542136,0,0,0
379,4,1,3,17.5346875,0.872372512437811,0.817164179104477,16.425,6.31663598933595,0.575625,0.74,0.473878557329591
380,4,1,4,17.5346875,0.872372512437811,0.817164179104477,16.425,6.31663598933595,0.575625,0.74,0.473878557329591
381,4,1,5,15.53625,0.863125,0.748055555555555,13.465,9.39984582920929,0.5190625,0.525,0.521995917515861
382,4,1,6,41.6184375,1.32122023809524,1.19031746031746,37.495,17.4021248441891,0.113125,0,0.191402927472809
383,4,1,7,44.4621875,1.41149801587302,1.40015873015873,44.105,9.45853113276666,0.001875,0,0.0078030184399496
384,4,1,8,25.63375,0.890060763888889,0.8078125,23.265,7.51742223749433,0.3628125,0.4,0.270700815387787
385,4,1,9,820.434375,32.5569196428571,6.68015873015873,168.34,1119.44403130257,0.025625,0,0.0860584010256801
386,4,1,10,41.56875,1.31964285714286,0.969206349206349,30.53,29.737433643094,0.215,0.075,0.244421634647735
387,4,1,11,172.5809375,5.99239366319444,5.62222222222222,161.92,76.3479486747003,0,0,0
388,4,1,12,8.575625,1.12099673202614,1.05228758169935,08.05,1.93033331151602,0.0778125,0,0.15896305870314
389,4,1,13,22.3096875,1.20854211809317,1.21343445287107,22.4,6.65305483284716,0.1165625,0,0.233384762957322
390,4,1,14,12.821875,1.42465277777778,1.16111111111111,10.45,8.11280526539332,0.0834375,0,0.15726717301992
391,4,1,15,32.2171875,1.62713068181818,1.5739898989899,31.165,6.85887098504675,0.0028125,0,0.0159099025766973
392,4,1,16,13.9471875,1.033125,0.764814814814815,10.325,10.3012593136752,0.3871875,0.49,0.332703824260286
393,4,1,17,12.4228125,1.3803125,1.20777777777778,10.87,5.38809095067464,0.0359375,0,0.0837376615851072
394,4,1,18,31.27625,2.67318376068376,2.42777777777778,28.405,15.428085982933,0.008125,0,0.0459619407771256
395,4,1,19,14.765,1.26196581196581,1.2991452991453,15.2,3.38167738489109,0.0646875,0,0.119865095540913
396,4,1,20,14.7265625,0.962520424836601,0.921895424836601,14.105,3.30078740300534,0.229375,0.165,0.239460920106109
397,4,1,21,16.151875,1.12165798611111,0.968402777777778,13.945,8.29492983014906,0.2621875,0.07,0.304448039689809
398,4,1,22,18.5459375,0.763207304526749,0.703703703703704,17.1,8.35955387734452,0.588125,0.615,0.364775118527531
399,4,1,23,43.7734375,3.03982204861111,0.726388888888889,10.46,162.055342809065,0.534375,0.57,0.400523347150829
400,4,1,24,3.020625,0.559375,0.538888888888889,2.91,0.971300881923725,0.845625,0.96,0.269119681974036
401,4,2,0,20.2928125,0.833722781429745,0.758833196384552,18.47,8.56804989081247,0.6625,0.73,0.371587700758298
402,4,2,1,19.0975,0.849532918149466,0.747998220640569,16.815,7.43624428271813,0.399375,0.435,0.312429992158243
403,4,2,2,5.2053125,2.0656001984127,2.07936507936508,5.24,1.3017035596702,0,0,0
404,4,2,3,17.9775,0.894402985074627,0.746268656716418,15,11.7560559548219,0.6715625,0.99,0.427506720377285
405,4,2,4,17.9775,0.894402985074627,0.746268656716418,15,11.7560559548219,0.6715625,0.99,0.427506720377285
406,4,2,5,17.1771875,0.954288194444444,0.753888888888889,13.57,11.0011545535956,0.5196875,0.515,0.52800589179875
407,4,2,6,87.2909375,2.77114087301587,2.30730158730159,72.68,47.464027761567,0.05625,0,0.163997442938366
408,4,2,7,43.66875,1.38630952380952,1.30126984126984,40.99,10.9457901024888,0.0134375,0,0.0390706039980724
409,4,2,8,37.7803125,1.31181640625,1.34670138888889,38.785,16.5611361002635,0.198125,0,0.319297995103977
410,4,2,9,275.1396875,10.9182415674603,2.91230158730159,73.39,468.520008561513,0.0534375,0,0.193400960317194
411,4,2,10,32.811875,1.04164682539683,0.955555555555555,30.1,8.85197278449382,0.1828125,0.095,0.2313248571082
412,4,2,11,202.769375,7.04060329861111,7.09270833333333,204.27,88.2855301386067,0,0,0
413,4,2,12,9.963125,1.30236928104575,1.27320261437908,9.74,2.14831582573344,0.0140625,0,0.0742645391434805
414,4,2,13,29.55875,1.6012323943662,1.3897616468039,25.655,12.5665718244617,0.02125,0,0.0633856603301083
415,4,2,14,11.849375,1.31659722222222,1.24222222222222,11.18,3.43657269017239,0.0475,0,0.116701991579877
416,4,2,15,49.819375,2.51613005050505,1.78333333333333,35.31,35.6550538369093,0,0,0
417,4,2,16,11.9409375,0.884513888888889,0.841111111111111,11.355,2.29394344134653,0.2965625,0.33,0.239550780864733
418,4,2,17,11.525625,1.280625,1.24277777777778,11.185,2.93384690488279,0.0171875,0,0.0639674501400466
419,4,2,18,31.9703125,2.73250534188034,1.95769230769231,22.905,23.0253504732354,0.003125,0,0.0176776695296637
420,4,2,19,17.206875,1.47067307692308,1.28119658119658,14.99,6.05100174991045,0.0225,0,0.0660400660400991
421,4,2,20,14.0715625,0.919709967320261,0.842483660130719,12.89,3.79179343844555,0.3175,0.325,0.279746428960459
422,4,2,21,12.241875,0.850130208333333,0.701041666666667,10.095,6.03596075015563,0.5534375,0.62,0.42718591083901
423,4,2,22,30.60625,1.25951646090535,0.845061728395062,20.535,25.6073036141468,0.3903125,0.325,0.404662219754667
424,4,2,23,10.265,0.712847222222222,0.619097222222222,8.915,3.70138247929939,0.63625,0.79,0.372885436008296
425,4,2,24,3.266875,0.604976851851852,0.525,2.835,1.25790003577391,0.81125,0.99,0.319109143023653
426,4,3,0,23.6709375,0.972511811832375,0.812243221035333,19.77,14.6259608693175,0.523125,0.57,0.36845306524756
427,4,3,1,18.7996875,0.83628503113879,0.768683274021352,17.28,7.32101283508311,0.3834375,0.395,0.304722077235698
428,4,3,2,5.17,2.0515873015873,2.04960317460317,5.165,1.05990261269,0,0,0
429,4,3,3,20.504375,1.02011815920398,0.893034825870647,17.95,10.2806080959533,0.4615625,0.43,0.452876892586396
430,4,3,4,20.504375,1.02011815920398,0.893034825870647,17.95,10.2806080959533,0.4615625,0.43,0.452876892586396
431,4,3,5,12.6990625,0.705503472222222,0.540277777777778,9.725,7.26342155193605,0.6259375,0.96,0.489626977006888
432,4,3,6,90.1478125,2.86183531746032,1.91714285714286,60.39,67.7383663495485,0.0146875,0,0.0579200993026238
433,4,3,7,44.4503125,1.41112103174603,1.41206349206349,44.48,10.9380768741879,0.0009375,0,0.00530330085889911
434,4,3,8,35.2740625,1.22479383680556,1.09861111111111,31.64,11.3066328975446,0.0990625,0,0.179863019114996
435,4,3,9,137.1290625,5.44162946428571,2.78253968253968,70.12,125.290815984495,0.050625,0,0.128060910406703
436,4,3,10,31.6990625,1.00631944444444,0.95,29.925,9.65157261442153,0.2475,0.105,0.282876925249674
437,4,3,11,122.12625,4.24049479166667,4.01371527777778,115.595,36.4449866236771,0,0,0
438,4,3,12,8.865625,1.15890522875817,1.18954248366013,9.1,1.8336389652379,0.0759375,0,0.193087968837205
439,4,3,13,25.5215625,1.38253317984832,1.19122426868906,21.99,10.279508620544,0.0878125,0,0.219452902949365
440,4,3,14,13.6975,1.52194444444444,1.18888888888889,10.7,18.082653602011,0.073125,0,0.15449057806118
441,4,3,15,36.8828125,1.86276830808081,1.64974747474747,32.665,12.5579853105697,0,0,0
442,4,3,16,13.961875,1.03421296296296,0.975555555555556,13.17,3.45166480402643,0.195,0.05,0.245554014818631
443,4,3,17,13.4390625,1.49322916666667,1.40777777777778,12.67,3.65180764728127,0.0109375,0,0.0550284017576378
444,4,3,18,126.6559375,10.8252938034188,1.78888888888889,20.93,566.901716496638,0.0075,0,0.0424264068711929
445,4,3,19,18.8934375,1.61482371794872,1.55555555555556,18.2,6.28818585530091,0.02,0,0.0980125074309561
446,4,3,20,15.0253125,0.982046568627451,0.96797385620915,14.81,2.79347740786028,0.180625,0.08,0.217269529357194
447,4,3,21,11.125,0.772569444444444,0.612152777777778,8.815,6.15270147852721,0.6184375,0.81,0.440044787859805
448,4,3,22,21.925,0.902263374485597,0.766049382716049,18.615,14.1865515598855,0.480625,0.49,0.370726727457858
449,4,3,23,13.9659375,0.969856770833333,0.940277777777778,13.54,3.97443593837236,0.2375,0.125,0.27645217751288
450,4,3,24,3.6715625,0.679918981481481,0.630555555555556,3.405,1.59281473190114,0.7340625,0.77,0.331777805310684
451,4,4,0,21.5334375,0.884693405916187,0.817789646672145,19.905,6.8824374945898,0.5009375,0.55,0.355594544163306
452,4,4,1,18.7375,0.833518683274021,0.674154804270463,15.155,9.15497573154409,0.44625,0.56,0.359486641144411
453,4,4,2,10.7096875,4.24987599206349,2.11706349206349,5.335,14.2554803235118,0,0,0
454,4,4,3,23.10625,1.14956467661692,0.82363184079602,16.555,20.9838922478878,0.568125,0.71,0.469642537365629
455,4,4,4,23.10625,1.14956467661692,0.82363184079602,16.555,20.9838922478878,0.568125,0.71,0.469642537365629
456,4,4,5,8.5678125,0.475989583333333,0.490833333333333,8.835,2.5210990107043,0.9546875,01.04,0.179730701328404
457,4,4,6,31.5803125,1.0025496031746,0.953492063492064,30.035,5.26620355656649,0.1390625,0.095,0.156542468214982
458,4,4,7,46.175,1.46587301587302,1.44920634920635,45.65,8.45092779789067,0.0021875,0,0.0123743686707646
459,4,4,8,32.956875,1.1443359375,1.08472222222222,31.24,10.6370200888674,0.1559375,0,0.228964842701993
460,4,4,9,210.3871875,8.34869791666667,1.76587301587302,44.5,311.399755290624,0.049375,0,0.113277777338319
461,4,4,10,32.386875,1.02815476190476,0.966666666666667,30.45,9.53694596327627,0.1884375,0.07,0.257370191208268
462,4,4,11,160.151875,5.56082899305556,4.50746527777778,129.815,67.3505861955714,0,0,0
463,4,4,12,10.5615625,1.38059640522876,1.29934640522876,9.94,2.75513843616239,0.039375,0,0.114326569598362
464,4,4,13,33.2003125,1.79850013542795,1.61890574214518,29.885,14.7361765698974,0.0034375,0,0.0194454364826301
465,4,4,14,10.8371875,1.20413194444444,1.09444444444444,9.85,3.12714157263827,0.078125,0,0.159321899756234
466,4,4,15,34.0871875,1.72157512626263,1.68131313131313,33.29,5.11582379729795,0,0,0
467,4,4,16,15.86,1.17481481481481,1.0737037037037,14.495,9.81282965339008,0.12875,0,0.228201241126364
468,4,4,17,16.294375,1.81048611111111,1.39444444444444,12.55,17.6034389854058,0.0134375,0,0.0495534494746704
469,4,4,18,354.5178125,30.3006677350427,1.85128205128205,21.66,1814.39222448079,0,0,0
470,4,4,19,19.4078125,1.65878739316239,1.56581196581197,18.32,8.58823754286885,0.03375,0,0.0963444760456775
471,4,4,20,14.884375,0.972834967320261,0.950653594771242,14.545,2.94824599304126,0.1971875,0.1,0.224790000566837
472,4,4,21,16.9575,1.17760416666667,1.07673611111111,15.505,6.96974151415915,0.226875,0,0.352305196687337
473,4,4,22,34.47875,1.41887860082305,1.10061728395062,26.745,28.5620387306581,0.23875,0,0.37067288422108
474,4,4,23,12.33625,0.856684027777778,0.819097222222222,11.795,2.56872222534235,0.3609375,0.38,0.233104702696781
475,4,4,24,4.15875,0.770138888888889,0.726851851851852,3.925,1.43143679229038,0.523125,0.57,0.427207266308869
476,4,5,0,21.2753125,0.874088434675431,0.800739523418242,19.49,9.07159124085345,0.5725,0.6,0.405000995618051
477,4,5,1,18.325625,0.815196841637011,0.727980427046263,16.365,8.77297754930703,0.4534375,0.47,0.347085648767916
478,4,5,2,5.175,2.05357142857143,2.04761904761905,5.16,1.20340377478272,0,0,0
479,4,5,3,23.6584375,1.17703669154229,0.978358208955224,19.665,14.3779304691813,0.4425,0.09,0.50361915974724
480,4,5,4,23.6584375,1.17703669154229,0.978358208955224,19.665,14.3779304691813,0.4425,0.09,0.50361915974724
481,4,5,5,52.3246875,2.90692708333333,1.65888888888889,29.86,41.7146119664572,0.00125,0,0.00707106781186548
482,4,5,6,41.98,1.33269841269841,0.847301587301587,26.69,74.0595964028622,0.3371875,0.32,0.282423091158203
483,4,5,7,47.2425,1.4997619047619,1.52777777777778,48.125,10.3224009460165,0.0053125,0,0.0300520382004283
484,4,5,8,31.61875,1.09787326388889,1.06059027777778,30.545,10.1458476330738,0.1640625,0,0.269478102228447
485,4,5,9,165.01625,6.54826388888889,2.57301587301587,64.84,148.353007270257,0,0,0
486,4,5,10,32.61125,1.03527777777778,0.935873015873016,29.48,16.4920140498168,0.3103125,0.135,0.367497942719719
487,4,5,11,152.401875,5.29173177083333,4.47100694444444,128.765,134.660802746645,0,0,0
488,4,5,12,9.1140625,1.19138071895425,1.21895424836601,9.325,2.1482744153645,0.0725,0,0.16062378404209
489,4,5,13,31.068125,1.68299702058505,1.52410617551463,28.135,11.3981267384233,0.03625,0,0.138348554674941
490,4,5,14,11.80625,1.31180555555556,1.015,9.135,6.39507913139268,0.079375,0,0.115589303556922
